vendor_id,amt,amt_deviation,duplicate_entry,new_vendor,missing_po,entered_after_hrs,manual_entry,unusual_accts,desc_quality,anomalous
V10,59637.62,outlier,yes,yes,no,no,no,yes,high,yes
V04,7040.08,high,no,no,no,no,no,no,normal,no
V02,114.65,low,no,no,no,no,no,no,normal,no
V04,522.20,low,no,no,no,no,no,no,normal,no
V01,191.01,low,no,no,no,no,no,no,normal,no
V10,175.10,low,no,no,no,no,no,no,normal,no
V12,1989.11,low,no,no,no,no,no,no,normal,no
V15,2218.82,low,no,no,no,yes,yes,yes,low,no
V01,6584.09,high,no,no,no,no,no,no,normal,no
V01,88.12,low,no,no,no,no,no,no,normal,no
V13,114.59,low,no,no,no,yes,no,no,high,no
V08,153.41,low,no,no,no,no,no,no,normal,no
V04,11865.99,outlier,no,no,no,no,no,no,high,no
V17,5142.73,high,no,no,no,no,no,yes,low,no
V04,22344.90,outlier,no,no,yes,yes,yes,no,normal,no
V02,500.36,low,no,no,yes,no,no,no,normal,no
V10,268.68,low,no,no,no,no,yes,no,normal,no
V03,220.30,low,no,yes,yes,no,no,no,high,no
V12,269.87,low,no,no,no,no,no,no,high,no
V04,342.21,low,no,yes,no,no,no,no,normal,no
V17,165.23,low,no,no,no,no,no,no,normal,no
V10,78.49,low,no,no,no,yes,yes,no,normal,no
V03,147.33,low,no,no,no,no,no,no,normal,no
V02,284.42,low,no,no,no,no,yes,no,normal,no
V05,268.71,low,no,yes,yes,no,no,no,high,no
V12,132.04,low,no,no,no,no,no,no,low,no
V20,24975.00,outlier,no,no,no,no,yes,yes,low,yes
V03,8192.09,high,no,no,no,no,no,no,high,no
V11,2760.48,low,no,no,no,no,no,no,high,no
V04,1600.05,low,no,no,no,yes,no,no,normal,no
V01,466.86,low,no,no,no,no,no,no,normal,no
V14,45.68,low,no,no,no,yes,no,no,high,no
V08,338.32,low,no,no,no,yes,yes,no,low,no
V05,91.73,low,no,no,no,no,no,no,normal,no
V02,25111.54,outlier,no,no,no,no,no,yes,normal,no
V08,37197.33,outlier,no,no,no,no,no,no,low,yes
V07,56.33,low,no,no,no,no,no,no,low,no
V11,1144.51,low,no,no,no,yes,yes,no,normal,no
V12,45.19,low,no,no,no,no,no,yes,normal,no
V01,7704.03,high,no,no,no,no,no,no,high,no
V02,3551.90,low,no,no,no,no,no,no,normal,no
V02,110.42,low,no,no,no,no,no,no,low,no
V07,3526.47,low,no,no,no,no,no,no,normal,no
V03,44.97,low,no,no,yes,yes,no,no,low,yes
V05,27349.51,outlier,no,no,no,no,no,no,high,no
V05,35.27,low,no,no,no,no,no,no,low,no
V11,308.21,low,no,no,yes,no,no,no,normal,no
V13,3797.71,low,no,no,no,no,no,no,normal,no
V04,10244.05,outlier,yes,no,no,no,no,no,high,no
V07,265.27,low,no,no,no,no,no,no,normal,no
V01,145.96,low,no,no,no,yes,no,no,low,no
V10,131.51,low,no,no,yes,no,no,no,normal,no
V08,4393.61,high,no,no,yes,no,no,no,high,no
V11,2181.29,low,no,no,no,no,no,no,normal,no
V09,229.23,low,no,no,no,no,no,no,normal,no
V03,6300.54,high,no,no,no,no,no,no,normal,no
V04,206.15,low,no,no,no,no,no,no,normal,no
V14,97.81,low,no,no,no,no,no,no,high,no
V03,205.86,low,no,no,no,no,no,no,normal,no
V07,5936.06,high,no,yes,no,yes,yes,yes,high,yes
V10,117.49,low,no,no,no,no,no,no,normal,no
V08,48.52,low,no,no,no,no,no,no,high,no
V15,65.42,low,no,no,no,no,no,no,normal,no
V13,199.93,low,no,no,no,yes,yes,no,low,yes
V11,2269.62,low,no,no,no,no,no,no,normal,no
V02,366.38,low,no,no,no,no,no,no,high,no
V12,2923.06,low,yes,no,no,no,no,yes,normal,yes
V07,312.99,low,no,no,no,no,no,no,normal,no
V10,192.56,low,no,no,no,no,no,no,low,no
V11,85.51,low,no,no,no,no,no,no,normal,no
V18,3831.27,low,no,no,no,no,no,yes,high,no
V13,452.52,low,no,no,no,no,no,no,low,no
V01,24156.41,outlier,no,no,no,no,no,no,low,no
V09,3925.12,low,no,no,no,no,no,no,normal,no
V03,242.34,low,no,no,no,no,no,no,high,no
V10,4152.73,low,no,no,no,yes,yes,no,normal,no
V18,519.03,low,no,no,no,no,no,no,low,no
V04,7142.37,high,no,no,no,no,no,no,normal,no
V05,3291.55,low,no,no,no,no,no,no,normal,no
V08,182.52,low,no,no,no,no,no,no,normal,no
V03,176.92,low,no,no,yes,no,yes,no,high,yes
V03,187.85,low,no,no,no,yes,no,no,normal,no
V06,224.35,low,no,no,no,no,no,no,normal,no
V14,402.17,low,no,no,no,no,no,no,normal,no
V01,14163.88,outlier,no,no,yes,no,no,no,high,no
V04,335.10,low,no,no,no,no,no,no,normal,no
V06,14414.46,outlier,yes,yes,no,yes,yes,no,low,yes
V04,1973.97,low,no,no,no,no,no,no,normal,no
V11,1786.84,low,no,no,no,no,no,no,low,no
V03,103.84,low,no,no,no,no,no,no,high,no
V12,200.04,low,no,no,no,no,no,no,low,no
V02,2963.07,low,no,no,no,no,no,no,high,yes
V03,933.62,low,no,no,no,no,no,no,normal,no
V01,163.65,low,no,no,no,no,yes,no,high,no
V03,204.74,low,no,no,no,no,no,no,normal,no
V01,1548.67,low,no,no,no,no,no,no,low,no
V12,16918.37,outlier,no,yes,no,no,no,no,normal,no
V12,149.24,low,no,no,no,no,no,no,normal,no
V10,634.35,low,no,no,no,no,no,no,normal,no
V13,128.40,low,no,no,no,no,no,yes,high,no
V03,178.52,low,no,no,no,no,no,no,normal,no
V07,6931.45,high,no,no,no,yes,no,no,high,no
V05,610.60,low,no,yes,no,no,no,no,normal,no
V04,190.23,low,no,no,no,no,no,no,normal,no
V15,263.49,low,no,no,yes,yes,no,no,low,yes
V17,431.22,low,no,no,no,no,no,no,normal,no
V04,170.17,low,no,no,no,no,no,no,normal,no
V02,117.70,low,no,no,no,no,no,no,normal,no
V07,161.69,low,no,no,no,no,no,no,normal,no
V11,3289.35,low,no,no,no,no,no,no,normal,no
V09,3046.16,low,no,no,no,no,no,no,high,no
V03,336.98,low,no,no,no,no,no,no,normal,no
V06,13431.42,outlier,no,no,no,no,yes,no,normal,no
V13,533.67,low,no,no,no,no,no,no,low,no
V04,111.88,low,no,no,no,no,no,no,normal,no
V06,46.68,low,no,no,no,no,no,no,normal,no
V13,2280.60,low,no,no,no,no,no,no,low,no
V08,202.12,low,no,no,no,no,no,no,high,no
V08,2842.99,low,no,no,no,no,no,no,low,no
V02,144.98,low,no,no,no,no,no,no,normal,no
V01,87.87,low,no,no,no,no,yes,no,normal,no
V02,2910.31,low,no,no,no,no,no,no,normal,no
V06,3585.30,low,yes,no,no,yes,yes,no,low,yes
V01,2079.78,low,no,no,no,no,no,no,normal,no
V06,8215.48,high,no,no,no,yes,yes,no,normal,no
V12,4298.24,high,no,no,no,no,no,no,normal,no
V05,3352.91,low,no,no,no,no,no,no,high,no
V05,4132.57,low,no,no,no,no,no,no,normal,no
V05,210.66,low,no,no,no,no,no,no,normal,no
V20,1093.87,low,no,no,no,no,no,no,high,no
V12,237.70,low,no,no,no,no,no,no,normal,no
V17,63.41,low,no,no,no,no,no,no,normal,no
V07,147.11,low,no,no,no,no,no,no,high,no
V07,259.50,low,no,no,no,no,no,no,normal,no
V09,3933.10,low,no,no,no,no,no,yes,low,yes
V10,192.03,low,no,no,no,no,no,no,normal,no
V03,12602.78,outlier,no,no,no,no,no,no,normal,no
V17,2433.53,low,no,no,no,no,no,no,normal,no
V06,575.20,low,no,no,no,no,no,no,normal,no
V20,3880.59,low,no,no,no,no,no,no,normal,no
V07,7536.78,high,no,no,no,no,no,no,normal,no
V15,111.24,low,no,no,no,no,no,no,normal,no
V02,263.96,low,yes,no,no,no,no,no,normal,no
V16,139.98,low,no,no,no,no,no,no,normal,no
V06,5177.14,high,no,no,no,no,no,yes,low,no
V06,5124.63,high,no,no,no,no,no,no,normal,no
V16,57.23,low,no,no,no,no,no,no,low,no
V18,242.87,low,no,no,no,no,no,no,low,no
V02,63.04,low,no,no,no,no,no,no,normal,no
V03,46.64,low,no,no,no,no,no,no,normal,no
V09,7776.69,high,no,yes,no,no,no,no,high,no
V10,248.30,low,no,no,no,no,no,no,normal,no
V04,525.36,low,no,yes,no,no,no,no,normal,no
V02,230.61,low,no,no,no,yes,yes,no,low,no
V15,222.03,low,no,no,no,no,no,no,normal,no
V13,3171.33,low,no,no,no,no,no,no,low,no
V07,7407.56,high,no,no,no,no,no,no,high,no
V01,249.74,low,no,no,no,no,no,no,normal,no
V01,2724.02,low,no,no,no,yes,no,no,normal,no
V03,9643.58,high,no,no,no,no,no,no,normal,no
V09,155.03,low,no,no,no,no,no,no,high,no
V01,5920.08,high,no,no,no,no,no,no,high,no
V01,118.92,low,no,no,no,no,no,no,low,no
V03,1929.52,low,no,no,no,no,no,no,normal,no
V07,5047.57,high,no,no,no,no,no,no,low,no
V13,244.98,low,no,no,no,no,no,no,high,no
V03,3775.10,low,no,no,no,no,no,no,normal,no
V05,243.43,low,no,no,no,no,no,no,normal,no
V05,4184.00,low,no,no,yes,yes,yes,yes,low,yes
V05,178.35,low,no,no,no,no,no,no,normal,no
V04,45645.96,outlier,no,no,no,no,no,no,normal,no
V14,35371.27,outlier,no,yes,yes,no,no,no,normal,no
V03,66.67,low,no,no,no,no,no,no,normal,no
V01,331.27,low,no,no,no,no,no,no,normal,no
V07,226.00,low,no,no,no,yes,yes,no,low,no
V06,7807.63,high,no,no,no,no,no,no,normal,no
V18,6509.09,high,no,no,no,no,no,no,high,no
V12,8139.69,outlier,no,no,no,no,no,no,high,no
V01,97.28,low,yes,yes,no,no,no,no,normal,no
V01,99.16,low,no,yes,no,no,no,no,high,no
V06,2490.00,low,no,no,yes,no,yes,no,low,yes
V15,7130.09,high,no,no,yes,no,no,yes,low,no
V01,3437.44,low,no,no,yes,no,yes,yes,low,yes
V03,2573.90,low,no,no,yes,no,yes,no,normal,no
V03,225.05,low,no,no,no,no,no,no,normal,no
V10,9584.97,high,no,no,yes,yes,yes,yes,low,yes
V02,169.75,low,no,no,no,no,yes,no,normal,no
V02,693.83,low,no,no,no,no,no,no,normal,no
V01,130.77,low,yes,no,no,no,no,no,low,no
V04,1463.01,low,no,no,no,no,no,no,high,no
V09,31.05,low,no,no,no,no,no,no,normal,no
V04,3031.76,low,no,no,no,no,no,no,high,no
V01,70.80,low,no,no,no,no,no,no,high,no
V03,4013.10,low,no,no,no,no,no,no,normal,no
V16,392.70,low,no,no,yes,no,yes,no,normal,no
V01,98.56,low,no,no,no,no,no,no,high,no
V01,362.81,low,no,no,no,no,yes,no,low,no
V01,103.16,low,no,no,no,no,no,no,normal,no
V06,4942.05,high,no,no,no,no,no,no,normal,no
V12,104.94,low,no,no,no,no,no,no,normal,no
V01,163.30,low,no,no,no,no,no,no,low,no
V03,3181.45,low,no,no,no,yes,yes,no,low,no
V15,4879.49,high,no,no,no,no,no,no,normal,no
V01,396.08,low,no,no,no,yes,yes,no,normal,no
V02,95.07,low,no,no,no,no,yes,no,low,no
V16,88.26,low,no,no,no,no,no,no,normal,no
V07,277.65,low,no,no,no,no,no,no,normal,no
V09,227.13,low,no,no,no,no,no,no,high,no
V17,134.05,low,no,no,no,no,no,no,normal,no
V05,4481.97,low,no,no,no,no,no,no,high,no
V04,3999.33,low,no,no,no,no,no,no,low,no
V06,129.45,low,no,no,no,no,no,no,normal,no
V08,421.02,low,no,no,no,no,no,no,normal,no
V12,809.35,low,no,no,no,no,no,no,normal,no
V05,2981.77,low,no,no,no,no,no,no,normal,no
V18,320.53,low,no,no,no,yes,no,no,normal,no
V02,3141.98,low,no,no,no,no,no,no,high,no
V02,166.59,low,no,no,no,no,no,no,high,no
V13,272.85,low,no,no,no,no,no,no,normal,no
V07,133.03,low,no,no,no,no,no,no,normal,no
V04,85000.00,outlier,no,no,no,no,yes,no,high,no
V06,81.69,low,no,no,no,no,no,no,normal,no
V05,211.74,low,no,no,no,no,no,no,normal,no
V06,67.39,low,no,no,no,no,no,no,low,no
V09,400.40,low,no,no,no,no,no,no,normal,no
V07,2019.79,low,no,no,no,no,no,no,normal,no
V01,360.32,low,no,no,no,no,no,yes,low,no
V01,85.17,low,no,no,no,no,no,no,normal,no
V15,285.57,low,no,no,no,no,no,no,normal,no
V01,186.83,low,no,no,no,no,no,no,high,no
V03,6506.12,high,no,no,no,no,no,no,high,no
V01,197.58,low,no,yes,no,no,no,no,normal,no
V03,174.17,low,no,no,no,no,no,no,normal,no
V11,8000.00,high,no,yes,no,no,yes,no,low,no
V02,174.00,low,no,no,no,no,no,no,low,no
V16,2222.95,low,no,no,no,no,no,no,normal,no
V03,509.56,low,no,no,no,no,no,no,low,no
V14,312.14,low,no,yes,yes,no,no,no,normal,no
V08,61.38,low,no,no,no,no,no,no,normal,no
V08,359.80,low,no,no,no,no,yes,no,normal,no
V09,95.78,low,no,yes,yes,no,no,no,normal,no
V12,18914.76,outlier,no,no,no,no,no,no,normal,no
V03,1070.85,low,no,yes,no,no,no,no,low,no
V09,242.00,low,no,no,no,no,no,no,normal,no
V04,13216.35,outlier,no,no,no,no,no,no,high,no
V03,7128.00,high,no,no,no,no,no,no,normal,no
V07,140.09,low,no,no,no,yes,no,no,normal,no
V06,3216.30,low,no,no,no,no,no,no,high,no
V06,23984.55,outlier,no,no,no,no,no,no,normal,no
V01,414.30,low,no,no,no,no,no,no,low,no
V02,83.72,low,no,no,no,no,no,no,normal,no
V05,167.06,low,no,no,no,no,no,no,normal,no
V12,97.92,low,no,no,no,no,no,no,high,no
V05,138.85,low,no,no,no,no,no,no,normal,no
V11,32459.98,outlier,no,no,no,no,no,no,normal,no
V07,9013.05,high,no,no,no,no,no,no,normal,no
V06,721.08,low,no,no,yes,no,no,no,normal,no
V18,4089.18,low,yes,yes,no,no,no,no,high,no
V01,16526.69,outlier,no,no,no,no,no,no,normal,no
V02,193.68,low,no,no,no,no,no,no,normal,no
V01,300.14,low,no,yes,no,no,no,no,high,no
V01,154.48,low,no,no,no,no,no,no,normal,no
V08,4188.54,low,no,no,no,no,no,no,low,no
V16,557.46,low,no,no,no,no,no,no,high,no
V09,192.38,low,no,no,no,no,no,no,normal,no
V02,237.72,low,no,no,no,no,no,no,normal,no
V03,10395.85,outlier,no,no,no,no,no,no,normal,no
V12,360.61,low,no,no,no,no,no,no,normal,no
V07,97.24,low,no,no,no,no,no,no,normal,no
V03,3463.83,low,no,no,no,no,no,no,low,no
V01,6886.66,high,no,no,no,no,no,no,normal,no
V05,273.31,low,no,no,no,no,no,no,normal,no
V05,132.38,low,no,no,no,no,no,no,normal,no
V04,367.79,low,no,no,no,no,no,no,high,no
V08,306.91,low,no,no,no,no,no,no,high,no
V15,310.25,low,no,no,no,yes,no,no,normal,no
V14,170.21,low,no,no,no,no,no,no,low,no
V03,181.44,low,no,no,no,no,no,no,normal,no
V12,108.63,low,no,no,no,no,no,no,normal,no
V20,53607.87,outlier,no,no,no,no,no,no,normal,no
V03,129.86,low,no,no,no,no,no,yes,low,no
V09,4389.62,high,no,no,no,yes,yes,no,low,yes
V07,632.69,low,no,no,no,no,yes,no,high,no
V12,3413.51,low,no,yes,no,yes,yes,no,normal,yes
V15,209.84,low,no,yes,no,no,no,no,normal,no
V14,4396.53,low,no,no,no,no,no,no,normal,no
V12,88.31,low,no,no,no,no,no,no,normal,no
V02,236.41,low,no,no,no,no,yes,no,low,no
V11,117.35,low,no,no,no,no,no,no,normal,no
V06,151.05,low,no,no,no,no,no,no,normal,no
V07,126.69,low,no,no,no,no,no,no,normal,no
V06,222.23,low,no,no,no,no,no,no,normal,no
V06,170.54,low,no,no,no,no,no,no,high,no
V17,695.40,low,no,no,no,no,no,no,low,no
V11,5919.38,high,no,yes,no,no,yes,no,low,no
V12,200.11,low,no,no,no,no,no,no,normal,no
V11,138.88,low,no,no,no,no,no,no,low,no
V08,639.39,low,no,no,no,no,no,no,high,no
V04,102.11,low,no,no,no,no,no,no,normal,no
V15,137.30,low,no,no,no,no,no,no,normal,no
V05,885.86,low,no,no,no,no,no,no,high,no
V03,1465.05,low,no,no,no,no,no,yes,high,no
V02,29828.95,outlier,no,no,no,no,no,no,low,no
V03,293.89,low,no,no,no,no,no,no,normal,no
V07,69.75,low,no,no,no,no,yes,no,low,no
V08,236.34,low,no,no,no,no,no,no,high,no
V13,200.83,low,no,no,no,no,no,no,normal,no
V09,243.48,low,no,no,no,no,no,no,normal,no
V07,165.65,low,no,no,no,no,no,no,normal,no
V03,10987.36,outlier,no,no,no,no,no,no,normal,no
V04,18942.51,outlier,no,no,no,no,no,no,normal,no
V14,2992.81,low,no,no,no,no,no,no,normal,no
V01,455.37,low,no,no,no,no,yes,no,normal,no
V03,149.80,low,no,no,no,no,no,no,normal,no
V01,4597.10,high,no,no,yes,yes,yes,yes,low,yes
V02,4380.39,low,no,no,no,no,no,no,normal,no
V09,1868.92,low,no,no,no,no,no,no,normal,no
V06,5247.57,high,yes,no,no,yes,no,yes,low,no
V09,339.87,low,no,no,no,no,no,no,normal,no
V08,2123.76,low,yes,yes,no,no,yes,no,normal,no
V07,45.64,low,no,no,no,no,no,no,normal,no
V14,153.64,low,no,no,no,no,no,no,normal,no
V06,321.94,low,yes,yes,yes,no,no,no,high,no
V03,127.51,low,no,no,no,no,no,no,high,no
V11,91.12,low,no,no,no,yes,yes,no,low,no
V16,9308.89,outlier,no,no,yes,no,yes,no,low,yes
V12,2296.86,low,no,no,no,no,no,no,high,no
V04,145.88,low,no,no,no,no,no,no,normal,no
V02,245.38,low,no,no,no,no,no,no,normal,no
V11,2415.32,low,no,no,no,no,no,no,normal,no
V03,158.31,low,no,no,no,no,no,no,normal,no
V08,4576.94,high,no,no,no,yes,no,no,normal,no
V02,13258.16,outlier,no,no,no,no,no,no,normal,no
V02,205.83,low,no,no,no,no,no,no,normal,no
V09,165.17,low,no,no,no,no,no,no,normal,no
V17,5827.61,high,no,no,no,no,no,no,normal,no
V13,70.82,low,no,no,no,no,no,no,high,no
V05,7292.17,high,no,yes,yes,no,yes,no,low,yes
V05,264.11,low,no,no,no,yes,yes,no,low,no
V01,334.83,low,no,no,yes,no,yes,no,low,no
V04,165.02,low,no,yes,yes,no,no,no,normal,no
V08,513.72,low,no,no,no,no,no,no,normal,no
V06,132.67,low,no,no,no,no,yes,no,high,no
V03,188.56,low,no,no,no,no,no,no,normal,no
V11,4424.16,low,no,no,no,no,no,no,normal,no
V01,140.34,low,no,no,no,no,no,no,normal,no
V02,482.77,low,no,no,no,no,no,no,normal,no
V01,215.40,low,no,no,no,no,no,no,normal,no
V15,6031.93,high,no,no,no,no,no,no,normal,no
V04,1324.42,low,no,no,no,no,no,no,normal,no
V01,290.97,low,no,no,no,no,yes,no,normal,no
V07,1542.45,low,no,no,no,yes,yes,no,low,no
V02,5672.94,high,no,no,yes,no,no,no,normal,no
V01,159.73,low,no,no,no,no,no,no,normal,no
V09,136.38,low,no,no,no,no,no,no,normal,no
V05,92.37,low,no,no,no,no,no,no,normal,no
V01,550.66,low,no,no,no,no,no,no,low,no
V06,232.80,low,no,no,no,no,no,no,high,no
V02,334.57,low,no,no,no,no,no,no,normal,no
V01,82.45,low,no,no,no,no,no,no,normal,no
V05,187.89,low,no,no,no,no,no,no,normal,no
V10,256.07,low,no,no,no,no,yes,no,normal,no
V04,182.76,low,no,no,no,no,no,no,normal,no
V04,774.94,low,no,no,no,no,no,no,high,no
V14,11744.25,outlier,no,no,no,no,no,no,normal,no
V03,22184.35,outlier,no,no,no,yes,no,no,normal,no
V16,4649.86,high,no,no,no,no,no,no,normal,no
V10,288.95,low,no,no,no,no,no,no,normal,no
V04,303.00,low,no,no,no,no,no,no,normal,no
V02,279.62,low,no,no,no,no,no,no,normal,no
V14,4186.95,low,no,no,no,no,no,no,normal,no
V04,5801.68,high,no,no,no,no,no,no,normal,no
V01,100.22,low,no,no,no,no,no,no,normal,no
V08,9838.95,outlier,no,no,no,no,no,yes,high,no
V06,265.74,low,no,no,no,no,no,no,normal,no
V04,4184.47,low,no,no,no,no,no,no,normal,no
V14,157.21,low,no,no,no,no,no,no,high,no
V02,24524.79,outlier,yes,no,yes,yes,yes,no,low,yes
V02,192.74,low,no,no,no,no,no,no,normal,no
V03,297.16,low,no,no,no,no,no,no,normal,no
V06,131.73,low,no,no,no,no,no,no,high,no
V05,222.05,low,no,no,no,no,no,no,normal,no
V08,660.34,low,no,no,no,no,no,no,normal,no
V05,120.29,low,no,no,no,no,no,no,normal,no
V13,3394.20,low,no,no,no,no,no,no,normal,no
V13,2685.44,low,no,no,no,no,no,no,high,no
V05,167.47,low,no,no,no,no,no,no,normal,no
V15,363.63,low,no,no,no,no,no,no,high,no
V02,241.81,low,no,no,no,no,no,no,high,no
V14,2716.98,low,no,yes,no,no,no,yes,low,no
V05,112.50,low,no,no,no,no,no,no,high,no
V12,103.22,low,no,no,no,no,no,no,normal,no
V03,3803.27,low,no,no,no,no,no,no,normal,no
V16,86.42,low,no,no,no,no,no,no,normal,no
V01,258.36,low,no,no,no,no,no,no,high,no
V10,8000.00,high,no,no,no,no,no,no,normal,no
V03,1113.60,low,no,no,no,no,no,no,normal,no
V04,5959.69,high,no,no,no,no,no,no,normal,no
V17,359.67,low,no,no,no,no,no,no,normal,no
V14,125.26,low,no,no,no,yes,no,no,normal,no
V03,173.11,low,no,no,no,yes,no,yes,low,yes
V10,137.75,low,no,yes,no,no,yes,no,normal,no
V10,450.34,low,no,no,no,no,no,no,normal,no
V09,294.95,low,no,no,no,no,no,no,normal,no
V11,166.01,low,no,no,no,no,no,no,normal,no
V02,330.49,low,no,no,no,no,no,no,high,no
V04,3187.86,low,no,no,no,no,no,no,high,no
V03,268.87,low,no,no,no,no,no,no,normal,no
V09,149.28,low,no,no,no,no,no,no,high,no
V03,147.39,low,no,no,no,no,no,no,normal,no
V10,521.72,low,no,no,no,no,no,no,high,no
V13,215.28,low,no,no,no,no,no,no,normal,no
V04,134.09,low,no,no,no,no,no,no,normal,no
V02,363.15,low,no,no,no,no,no,no,normal,no
V13,58.32,low,no,no,no,no,no,no,normal,no
V05,3003.79,low,no,no,no,no,no,no,normal,no
V08,12333.97,outlier,no,yes,no,no,no,no,high,no
V05,117.83,low,no,no,no,no,no,no,normal,no
V06,4693.84,high,no,no,no,no,no,no,normal,no
V04,162.27,low,no,yes,yes,no,no,no,high,no
V08,3769.57,low,no,no,no,no,yes,no,normal,no
V04,199.17,low,no,no,no,no,no,no,normal,no
V06,218.07,low,no,no,no,no,no,no,normal,no
V08,2440.93,low,no,no,no,no,no,no,normal,no
V05,4057.78,low,no,no,yes,no,yes,no,normal,no
V15,104.33,low,no,no,no,no,no,no,normal,no
V11,72.22,low,no,no,no,no,yes,no,normal,no
V05,100.58,low,no,no,no,yes,no,no,high,no
V11,175.20,low,no,no,no,no,no,no,high,no
V03,213.84,low,no,no,no,no,yes,no,low,no
V01,776.24,low,no,no,no,no,yes,no,normal,no
V04,97.19,low,no,no,no,no,no,no,normal,no
V13,97.56,low,no,no,no,no,yes,no,normal,no
V02,117.53,low,no,no,no,no,no,no,normal,no
V02,3989.56,low,no,no,no,no,no,no,normal,no
V08,750.00,low,no,no,no,no,no,no,normal,no
V01,374.18,low,no,no,no,no,no,no,normal,no
V11,241.18,low,no,yes,no,no,no,no,normal,no
V01,299.66,low,no,no,no,no,yes,no,normal,no
V19,115.10,low,no,no,no,no,no,no,high,no
V07,246.36,low,no,no,no,no,no,no,normal,no
V08,221.72,low,no,no,no,no,no,no,normal,no
V01,277.82,low,no,no,no,yes,yes,yes,normal,no
V09,186.21,low,no,no,yes,no,no,no,low,yes
V03,201.21,low,no,no,no,yes,no,no,normal,no
V14,210.67,low,no,no,no,no,no,no,normal,no
V17,261.88,low,no,no,no,no,no,no,high,no
V10,322.86,low,no,no,no,no,no,no,normal,no
V04,405.50,low,no,no,no,no,no,no,high,no
V06,240.84,low,no,no,no,no,no,no,normal,no
V01,3656.44,low,no,no,no,no,yes,no,low,no
V08,5186.91,high,no,no,no,no,no,no,normal,no
V05,193.59,low,no,no,no,no,no,no,normal,no
V07,4257.89,low,no,yes,yes,no,yes,yes,normal,yes
V11,3333.33,low,no,no,no,no,no,no,normal,no
V08,7958.60,high,no,no,no,no,no,yes,normal,yes
V08,3697.74,low,no,no,no,no,no,no,normal,no
V13,1801.71,low,no,no,no,no,no,no,high,no
V18,173.89,low,no,no,no,no,no,no,high,no
V04,104.46,low,no,no,no,yes,no,no,normal,no
V04,122.08,low,no,no,no,no,no,no,normal,no
V03,2000.40,low,no,no,no,no,no,no,normal,no
V06,181.21,low,no,no,no,no,no,no,normal,no
V02,234.68,low,no,no,yes,no,no,no,normal,no
V03,5362.09,high,no,no,no,no,no,no,high,no
V03,6291.01,high,yes,no,no,no,yes,no,low,yes
V15,6064.57,high,no,no,no,no,no,no,normal,no
V05,1846.29,low,no,no,no,no,no,no,high,no
V12,114.28,low,no,no,no,no,no,no,normal,no
V05,45.63,low,no,no,no,no,no,no,normal,no
V08,97.51,low,no,no,no,no,no,yes,normal,no
V07,259.47,low,no,no,no,no,no,no,high,no
V02,103.12,low,no,no,no,no,no,no,high,no
V07,318.57,low,no,no,no,no,no,no,normal,no
V10,4316.92,low,no,no,no,no,no,no,high,no
V02,115.78,low,no,no,no,no,no,yes,normal,no
V01,2759.87,low,no,no,no,no,no,no,normal,no
V03,212.66,low,no,no,no,no,no,no,low,no
V01,227.43,low,no,no,no,no,no,no,normal,no
V06,3396.87,low,no,no,no,yes,no,no,low,no
V08,6902.64,high,no,no,no,no,no,no,normal,no
V06,1594.05,low,no,no,no,no,yes,no,normal,no
V01,2416.14,low,no,yes,no,no,no,no,normal,no
V15,85.53,low,no,no,no,no,no,no,normal,no
V20,192.41,low,no,no,no,no,no,no,normal,no
V07,153.73,low,no,no,no,yes,yes,no,normal,no
V06,800.69,low,no,no,no,no,no,no,low,no
V05,2847.86,low,no,no,no,no,no,no,normal,no
V10,2412.58,low,no,no,no,no,no,no,normal,no
V14,218.14,low,no,no,no,no,no,no,high,no
V03,5211.11,high,no,no,no,no,no,no,normal,no
V09,14969.10,outlier,yes,no,yes,yes,yes,no,low,yes
V03,5238.99,high,no,no,no,yes,yes,no,normal,no
V06,69.15,low,no,no,no,yes,no,no,normal,no
V06,4831.56,high,no,no,no,no,no,no,normal,no
V14,3734.21,low,no,no,no,no,no,no,normal,no
V04,324.07,low,no,no,no,no,no,no,normal,no
V01,9426.84,outlier,no,yes,yes,no,no,no,low,yes
V10,6702.13,high,no,no,no,no,no,no,normal,no
V05,207.88,low,no,no,no,no,no,no,high,no
V12,122.21,low,no,no,no,no,no,no,normal,no
V17,141.69,low,no,no,no,no,no,no,normal,no
V17,3194.14,low,no,no,no,no,no,no,normal,no
V01,223.19,low,no,no,no,no,no,no,low,no
V17,278.84,low,no,no,no,no,no,yes,normal,no
V04,370.96,low,no,no,no,no,yes,no,high,no
V03,281.64,low,no,no,no,no,no,no,normal,no
V02,3503.87,low,no,no,no,yes,yes,no,low,no
V08,3987.94,low,no,no,no,no,yes,yes,low,no
V15,2622.98,low,no,no,no,no,no,no,normal,no
V07,88.81,low,no,no,no,no,no,no,normal,no
V06,129.25,low,no,no,no,no,no,no,normal,no
V08,33243.35,outlier,no,no,no,no,no,no,normal,no
V03,109.17,low,no,no,no,no,no,no,normal,no
V03,18314.11,outlier,yes,no,yes,yes,yes,no,low,yes
V04,216.39,low,yes,no,no,yes,no,no,normal,no
